Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Panama,PAN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,490,530,550,590,630,670,710,770,810,890,960,1090,1220,1370,1350,1550,1790,2020,2260,2470,2630,2540,2570,2840,2910,3260,2750,2560,2640,2730,3010,3240,3410,3410,3570,3610,3680,3750,3880,3830,3940,4040,4460,4790,5100,5770,6540,6900,7260,8550,9540,10630,11190,12200,12780,13750,14490,14920,12420,14010
Peru,PER,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,290,300,340,380,450,490,470,480,500,560,630,740,930,1080,1070,1020,870,910,1020,1170,1130,920,890,840,830,950,790,790,840,1220,1420,1550,1760,1950,2150,2280,2150,2030,1970,1900,1960,2080,2280,2540,2810,3210,3790,3970,4410,4970,5790,6420,6530,6340,6110,6060,6480,6840,6060,6520
Philippines,PHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,250,220,190,210,220,230,250,270,250,250,250,300,360,430,480,510,570,670,790,850,840,770,660,590,620,690,750,800,830,830,880,930,1050,1160,1320,1390,1310,1250,1180,1170,1130,1170,1290,1380,1490,1720,2010,2170,2370,2520,2860,3160,3330,3380,3450,3530,3710,3850,3430,3640
Palau,PLW,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200,8810,9420,10350,10830,11780,11800,11090,11400,12270,12760,12870,14150,15860,16720,16540,17380,16710,14390,
Papua New Guinea,PNG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,110,120,120,140,150,160,180,200,220,240,270,350,440,490,470,470,570,640,710,720,650,610,600,610,640,690,790,800,740,790,840,980,1030,950,930,850,720,630,570,510,480,470,540,650,790,1070,1400,1510,1740,1820,2270,2500,2990,2860,2710,2590,2600,2720,2720,2790
Poland,POL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,2480,2760,3250,3840,4240,4360,4440,4670,4710,4900,5500,6250,7340,8460,9940,11980,12500,12740,12890,13160,13390,13560,13310,12720,12730,14150,15360,15260,16670
Pre-demographic dividend,PRE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,647.600450464652,693.076704913205,732.935319024603,718.270083372132,624.076717936175,591.859817752876,580.251113472644,609.464808422339,635.625124343186,611.9262519538,766.206391914367,443.989628525884,386.938880548092,327.286861613744,288.788243250481,300.241829654409,327.785192762093,371.81089217433,380.043898631802,398.503639599712,415.279017930191,436.024177330626,457.579013167859,475.136154701309,585.867570884284,677.661036686033,819.335174226909,971.890682934163,1185.61503770164,1264.48178823836,1330.88559077756,1384.52591666128,1548.52205875975,1684.09779161249,1777.49581746513,1665.98891139172,1500.34719355063,1377.17856116137,1354.74985445563,1414.45045383595,1342.47422847638,1396.90897858442
Puerto Rico,PRI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,820,900,960,1060,1160,1240,1370,1560,1750,1910,2100,2380,2590,2660,2650,2740,2980,3390,3720,3890,3770,3670,3970,4280,4750,5350,5860,6050,5950,6300,6760,7100,7370,7820,8130,8510,8690,9590,10550,10950,11250,12170,14260,14750,15030,15860,16360,16580,16920,17670,18680,19170,19280,19420,19710,20000,21080,22060,21160,
"Korea, Dem. People's Rep.",PRK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,410,430,470,520,570,640,730,790,950,1070,1270,1700,2070,2210,2330,2430,2530,2870,3350,3420,3230,2830,2520,2530,3080,4160,5630,6320,7130,8180,9860,10100,10450,11210,12100,12370,12190,12260,12180,11850,11780,13290,16190,18600,19410,20860,22640,22990,23030,22770,21170,21380,21200,20460,19940,20060,22060,23200,21810,23730
Paraguay,PRY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1840,1840,1730,1600,1440,1410,1330,1230,1350,1520,1840,2320,3070,3440,4050,4440,4750,5500,5800,5640,5420,5370,5600,5510,5150,5340
West Bank and Gaza,PSE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1630,1780,1800,1550,1370,1190,1370,1640,1780,1710,1790,2040,2250,2510,2880,3210,3470,3560,3670,3900,3930,4190,4270,3700,4220
Pacific island small states,PSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1461.19238396231,1312.92444962313,1351.68694135357,1290.74634919013,1406.56254235375,1397.1328299968,1434.37043573567,1447.27112157632,1475.4406763636,1480.11712556793,1641.661679178,1716.27548721934,1848.90374736759,2043.65719341423,2177.63715791652,2132.34171402632,1980.90829754608,1984.75903941611,1889.18727892228,1825.21083710722,1789.08139827386,1920.47751126013,2250.46896649105,2578.80924547158,2653.73280483855,2802.43082286982,2981.05930799163,2966.8770771576,2962.85178614213,3114.82860798622,3350.95677164451,3730.21379193228,3874.04976920896,3903.55512468782,3936.70067767612,3997.10002724776,4294.99498659611,4354.04335813377,3940.11398126277,3866.35582079225
Post-demographic dividend,PST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1514.61338138378,1606.1203094355,1728.05033406482,1874.25113140703,2043.00841072425,2173.59745076687,2381.70122950781,2593.55463259562,2751.84765546624,2998.13640368709,3436.76696928029,4204.27655311649,4900.41495087598,5480.85312783487,5790.07434292632,6218.38995488612,7117.88267278876,8541.9971818872,9850.86596046236,10221.8949693531,9754.04417228309,9384.6628494188,9762.35615802346,10246.6337094097,11590.4144769362,13959.4397258621,17038.4172906602,17951.5797091625,18760.266757061,19485.1332270248,21143.2217036692,21634.5819464236,22799.9349476851,24395.937453713,25624.2102847,25739.4226442524,24752.4188292054,25075.5033301523,26140.3491630964,26152.1398074432,26010.6347144675,28047.1098576593,32029.8740772964,35256.1205451336,36934.1193793551,38308.1031052922,39878.6016937837,39253.8449794937,40371.8408951775,41709.5332406323,42985.2693484736,43725.7217833669,43847.1410494628,42621.7341887328,41825.613055935,42229.5365401498,45183.0622096081,46718.7638370329,44947.569353252,49101.4629421912
French Polynesia,PYF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,2090,2520,2430,2400,2640,2660,3320,4580,5100,5590,5890,6760,7980,9140,9600,9130,8190,8030,8340,10250,13000,15360,14940,15270,16030,17260,16900,16990,17420,17780,17250,16660,16170,15770,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28400,30680,36160,38260,50810,58030,65580,61250,63620,66950,72880,79390,80890,73440,64550,56920,58830,61180,55920,57120
Romania,ROU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1190,1270,1490,1640,1590,1580,1610,1710,1760,1950,2250,2960,3880,4900,6390,8800,9220,8640,8650,8760,9320,9700,9600,9620,10110,11430,12620,12630,14170
Russian Federation,RUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3090,2920,2650,2640,2600,2650,2130,1750,1710,1780,2100,2590,3410,4450,5810,7560,9580,9230,9980,11060,13490,15190,14630,11780,9730,9210,10250,11280,10740,11600
Rwanda,RWA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,40,40,40,40,40,50,50,50,60,60,60,70,80,100,130,160,180,230,270,280,270,260,250,260,290,320,350,350,350,320,340,310,150,210,220,260,260,280,280,270,260,250,270,320,360,410,490,550,600,650,700,720,740,750,740,730,780,830,770,850
South Asia,SAS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,86.6700733254021,93.9433825843831,104.557320127737,109.336417336679,105.386701162774,106.577955096649,103.989374124205,111.350848730375,117.976802705933,121.910235961374,125.776016761069,141.9904439129,164.531342737336,187.663249452398,181.740834446909,184.702314591256,203.532551803185,222.243562183844,267.037063506002,293.210574944987,287.268907669342,281.227114493466,279.332843141898,288.945208357687,308.495276422102,343.547891132552,381.490565725648,378.899463373009,375.433221616629,347.969569998691,349.699297749139,335.413292107117,349.287097686324,374.679900439677,406.156498005703,414.144147706148,415.453423666813,435.830232587166,445.118133308486,454.664178752826,461.423611885114,513.934640239929,599.663520173334,688.323795779138,762.135263865593,871.011929412582,949.191618084485,1053.01550092207,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626,1879.20853281488,2104.36747025076
Saudi Arabia,SAU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,930,1000,1150,1600,3160,4500,8020,8770,8890,11170,14270,16530,13970,11320,10130,9010,9140,7700,7630,7080,7390,8310,8500,8050,7720,7810,8030,8230,8010,7650,8150,8520,8370,9480,11040,12650,14160,15800,18460,17900,18750,20880,24040,25440,25550,23710,21610,19990,21860,23220,22270,
Sudan,SDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,140,140,140,140,140,140,150,160,170,180,190,220,290,380,440,480,460,490,510,540,480,410,370,360,420,500,560,670,790,1070,530,370,320,400,400,400,340,330,340,370,430,520,620,760,930,1170,1370,1400,1420,1610,1660,1670,1840,1920,2160,2420,1390,940,640,670
Senegal,SEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,340,310,320,320,350,370,450,560,600,590,580,720,840,840,770,600,560,560,640,830,950,940,920,930,980,930,770,740,700,710,690,690,670,650,620,730,870,990,1030,1100,1240,1330,1330,1300,1320,1340,1370,1310,1270,1280,1390,1440,1430,1540
Singapore,SGP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,490,530,510,540,590,660,750,850,970,1090,1280,1600,2090,2660,2930,3020,3370,3990,4730,5380,5680,6170,6930,7100,7330,8080,9320,10320,11450,12970,15270,17710,20780,23630,25610,27730,24010,23360,23680,22130,22000,23440,26170,28830,32550,36010,37230,37320,44930,48250,51710,54460,56380,53160,53250,54590,56670,58060,55010,64010
Solomon Islands,SLB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,760,710,670,610,580,590,600,590,630,660,800,850,1000,1200,1320,1310,1230,1160,980,920,830,860,900,980,1040,1120,1230,1310,1470,1620,1820,2160,2190,2130,2140,2220,2360,2370,2300,2300
Sierra Leone,SLE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,150,160,150,140,140,150,160,160,170,190,220,250,220,210,240,310,370,360,350,300,290,240,170,180,170,210,190,170,130,160,160,180,210,200,170,150,140,150,200,270,280,290,300,360,420,440,420,430,530,660,700,550,490,520,490,530,510,510
El Salvador,SLV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,300,300,300,310,320,350,380,440,480,530,610,710,780,740,740,690,670,690,720,760,820,860,860,900,930,1060,1170,1290,1480,1590,1690,1750,1810,1900,1950,2000,2130,2270,2420,2570,2680,2870,2820,2880,3060,3210,3350,3400,3440,3510,3600,3820,3980,3630,4140
San Marino,SMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,70,70,70,70,80,90,90,90,100,100,120,140,130,190,180,160,130,110,100,110,110,100,110,120,130,150,150,150,130,,,,,,,,,,,,,,,,,,,,,,,,,400,400,380,400,420,420,450
Serbia,SRB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,2990,2610,1610,1540,1520,2390,3250,3790,4130,4830,6030,6450,6220,6190,6080,6460,6240,5960,5700,5570,6410,7040,7430,8440
Sub-Saharan Africa (excluding high income),SSA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,126.542932932136,133.799642787116,140.256901266644,148.431011253177,154.226675790185,158.654005041261,165.753763378415,179.536089978832,201.68614829371,215.14982856433,229.303007004175,265.590374268831,345.73870588063,402.437737461169,429.010127672798,439.590357661592,461.710557995664,538.962709357359,644.187717192168,739.886482848728,773.57982434437,759.969668956106,670.585776718589,602.147196420838,572.838838167909,603.405892768493,662.020715833575,658.425281018356,660.000200761134,676.814856079011,651.974812829723,612.945646085993,583.731539525472,601.0634769395,617.884805600203,635.081321368156,599.682397127446,587.562215188215,580.444759879071,574.074006405888,583.095801790628,638.231289991724,776.512764291881,951.818891714886,1104.24342108113,1238.18061345488,1389.74113987907,1431.25645345392,1499.46373709552,1592.98430868862,1727.77160883895,1811.17000358742,1865.5018840775,1759.81137854923,1598.34706572701,1519.64658000748,1522.98116773893,1571.02676903964,1499.06413257293,1576.97911394148
South Sudan,SSD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,850,1160,1250,1090,,,,,,
Sub-Saharan Africa,SSF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,126.565881171352,133.825379556313,140.284053508009,148.45497277672,154.257132594863,158.680159981637,165.777450239397,179.552127123361,201.69883549867,215.170858789745,229.334878766238,265.640166320529,345.794469970794,402.495650512956,429.068081514592,439.636341251999,461.806854627643,539.146520548662,644.404557063598,740.10621341086,773.781443179286,760.148811545496,670.787529388509,602.403454835682,573.132550632314,603.770271908672,662.479354355932,658.95797961674,660.590030674283,677.416592619752,652.676646373159,613.702213267945,584.512604546377,601.823239402065,618.66895178317,635.927625744756,600.526037897045,588.398612927592,581.267099182058,574.87937341828,583.847637376237,639.023285899142,777.466220704347,952.936276698333,1105.49419601633,1239.35681989849,1390.77764177872,1432.16493237505,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962,1500.12736020347,1577.97357221294
Small states,SST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272.29694768766,4739.31863322321,5616.07921526867,6586.68090472968,7794.97594900647,9026.16754664084,10263.5974567566,10083.7333249498,10476.2691136552,11168.907841799,12314.1912097134,13233.2146912187,13413.0934383473,12664.4162171653,11724.8490092176,11215.0034581726,11853.4132770631,12395.7173184007,11276.9055412344,11742.3009077945
Sao Tome and Principe,STP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,700,820,940,960,1020,1060,1130,1180,1230,1430,1630,1650,1690,1700,1870,1950,2090,2280
Suriname,SUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,270,230,250,370,450,510,520,530,570,610,690,770,980,1320,1420,1640,1930,2170,2290,2640,2510,2320,2340,2380,2460,2520,2980,2230,1420,1140,1040,970,1100,1320,1630,1840,2050,1950,1970,1670,1930,2200,2820,3320,4040,5050,6330,6960,7620,7920,8550,8950,9260,8890,6940,5940,5970,6190,4620,4440
Slovak Republic,SVK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220,5020,5420,5430,5380,5540,5730,6040,6980,9060,11370,12950,14940,17290,17150,17550,17510,17760,18200,18280,17700,16790,16620,18340,19250,18920,20250
Slovenia,SVN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11240,11000,11320,11270,10950,10920,12630,15610,18310,19820,21800,24660,24450,24620,24630,23260,23240,23620,22270,21790,22140,24640,25980,25340,28240
Sweden,SWE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,2310,2490,2740,2960,3190,3460,3770,4100,4690,4990,5670,7050,8580,10160,10720,11290,12460,14790,17300,17530,15760,13550,13020,13080,15330,19360,24190,26090,27760,29110,31340,28200,27690,28070,30400,31390,31110,31300,31610,29720,29090,32750,39790,45770,49150,52310,55720,52640,54630,56700,59090,61800,61870,58420,54360,53030,55690,56420,54290,58890
Eswatini,SWZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,300,370,470,,,,,,,,,,,,,,,,1290,1350,1570,1580,1570,1820,1930,1960,1740,1730,1670,1700,1570,1700,2160,3080,3300,3480,3360,3320,3460,3860,4310,4420,4130,3800,3450,3390,3620,3710,3390,3680
Sint Maarten (Dutch part),SXM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27540,28670,29560,30890,28210,27510,,,
Seychelles,SYC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,290,310,330,320,360,350,350,330,350,410,480,630,770,870,910,870,1170,1760,2110,2300,2290,2190,2220,2490,2740,3200,3970,4540,5030,5200,6000,6390,6530,6460,6740,7330,7320,7290,7290,7310,6850,7490,9280,11140,12580,12280,11180,10230,10220,10570,11540,12700,13310,14160,14240,14660,15960,16680,13770,13260
Syrian Arab Republic,SYR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070,4380,4680,5150,5830,6400,7140,7990,8970,9940,10800,6200,3070,1480,1200,1020,860,820,930,,,
Turks and Caicos Islands,TCA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23280,25530,27300,26200,28340,30120,22430,23600
Chad,TCD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,110,110,110,120,120,130,130,140,140,140,150,160,190,230,220,230,240,220,240,230,210,190,180,210,210,210,270,270,270,290,330,240,220,210,200,210,220,200,180,190,200,210,340,470,530,630,700,830,910,890,960,970,980,880,730,640,680,700,630,650
East Asia & Pacific (IDA & IBRD countries),TEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,73.4482672947123,79.7035364636307,88.2253051347644,99.7012159405126,107.674180351064,101.622140997637,98.5848912525075,110.498847009323,123.595725521906,126.981524845947,134.013747073426,161.724137505394,189.36306512469,220.557664910896,216.13189368472,229.541925278179,243.587295279094,269.04556975857,297.634805623567,314.973075664275,314.582299270822,310.356168247164,328.198859956247,350.58947574846,372.259738762233,388.987877157456,408.916926164458,411.113077600716,428.681049136099,458.957062071897,510.346072230289,551.408082984985,619.180806958615,712.468799760726,829.344814745843,898.660217924071,842.029866925056,864.652728267562,920.411467651452,992.323874778843,1074.01252041099,1220.56700494209,1435.43314086645,1652.83501603054,1913.12303494103,2295.76143392118,2796.77962738703,3248.76831314767,3798.09820176587,4391.77681512784,5135.75214589506,5771.48346949312,6275.23998448055,6527.88756676961,6736.89451282923,7079.51832816746,7766.19477956563,8358.45335823533,8439.72748264939,9402.8555975562
Europe & Central Asia (IDA & IBRD countries),TEC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2312.54733097644,2185.79829283822,2148.10691955079,1977.64809805544,2059.42204905329,2127.61398439565,2230.7386197993,2101.73126286715,1986.59625143696,2080.87701003712,2011.51993655508,2174.95007746158,2544.14887307882,3258.21106019986,4125.88881943365,5046.32719425451,6209.537131917,7572.47567945592,7534.16303817616,7997.87509215611,8581.80261105843,9687.24686677666,10571.0844790946,10491.6544364984,9279.26238991132,8206.79185500416,7936.52499029184,8446.51787951771,8911.24550567235,8592.32863680617,9346.36514195629
Togo,TGO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,90,100,110,120,120,130,140,130,130,140,170,220,260,270,290,330,350,420,390,320,250,230,230,250,310,390,400,400,400,420,330,310,300,310,350,330,310,310,290,300,350,390,400,410,420,470,530,560,610,590,620,640,640,670,720,880,920,920,980
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,110,120,130,140,160,170,180,190,210,210,220,260,330,380,420,450,530,610,710,760,760,760,790,790,830,950,1160,1320,1540,1710,1960,2130,2400,2740,2950,2680,2080,1980,1980,1960,1990,2180,2530,2790,3100,3530,3970,4140,4580,4950,5520,5720,5760,5710,5700,5970,6610,7250,7070,7260
Tajikistan,TJK,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,240,220,210,170,170,180,180,170,160,170,210,270,380,470,580,750,800,920,1020,1150,1330,1350,1260,1110,1030,1030,1070,1050,1150
Turkmenistan,TKM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,680,610,610,550,560,620,600,650,750,990,1310,1590,1890,2320,3040,3550,4070,4730,5560,6510,7200,7030,6830,6380,6740,7220,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,477.182683739738,490.829219049005,524.524506889177,557.314741441993,592.226433671877,649.351608326858,713.621214508953,864.48995447853,1105.96468130636,1282.67632411003,1365.01899166109,1403.25380708004,1529.63541356965,1803.30552037387,2105.51932882635,2289.32108869998,2173.77258299423,1908.58453730052,1810.7760875347,1712.13691517254,1739.75944931832,1834.01417751096,1957.60992300651,1987.38053361294,2101.09108609133,2351.88977077556,2675.06345545369,2930.89999142066,3310.10990845807,3543.9824912867,3946.41145159445,4288.16741552111,4284.29562939523,4058.12559633735,4113.00455924455,3982.51386196088,3722.43567705564,3700.44385625875,4003.17365394679,4493.16846807917,5193.55645187954,6081.78829511102,7030.21544740716,7208.52105413797,8004.48084558297,8829.13098196073,9765.20062547228,10177.8312461515,10058.1978030475,9064.99352633891,8325.4189302107,8200.75802804966,8523.60423540041,8611.68210682246,7493.90013666789,7907.68641134281
Timor-Leste,TLS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,670,780,930,1310,1840,2980,2330,2850,3730,3570,3210,2710,2200,1750,1800,1820,2050,1990,1940
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1269.66673129965,1459.60686738666,1587.19197248493,1635.81397109719,1694.01989944403,1777.22029821794,1836.09489317333,1821.04673979023,1897.94101154386,2150.11057099341,2427.0456008778,2772.70934746573,3253.09250952631,3822.68160356065,4178.75970504952,4542.13650553212,4389.14874872805,4738.50969824388,4780.91171439749,4623.43892600692,4169.2905456146,4065.69087523473,3878.30223739636,3765.85646341822,3624.17230150345,3245.3984618076,3451.19664761405
Tonga,TON,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,690,690,720,770,870,1070,1160,1220,1350,1450,1530,1820,2090,2370,2340,2240,2170,2080,2030,2000,2000,2160,2410,2720,2900,3270,3180,3370,3810,4320,4540,4600,4440,4410,4590,4800,5150,5190,
South Asia (IDA & IBRD),TSA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,86.6700733254021,93.9433825843831,104.557320127737,109.336417336679,105.386701162774,106.577955096649,103.989374124205,111.350848730375,117.976802705933,121.910235961374,125.776016761069,141.9904439129,164.531342737336,187.663249452398,181.740834446909,184.702314591256,203.532551803185,222.243562183844,267.037063506002,293.210574944987,287.268907669342,281.227114493466,279.332843141898,288.945208357687,308.495276422102,343.547891132552,381.490565725648,378.899463373009,375.433221616629,347.969569998691,349.699297749139,335.413292107117,349.287097686324,374.679900439677,406.156498005703,414.144147706148,415.453423666813,435.830232587166,445.118133308486,454.664178752826,461.423611885114,513.934640239929,599.663520173334,688.323795779138,762.135263865593,871.011929412582,949.191618084485,1053.01550092207,1147.12614306748,1277.12363374592,1390.22022178222,1437.08942963522,1480.67258521246,1525.61781104253,1614.61566647746,1758.40937325533,1951.98246157076,2037.76060180626,1879.20853281488,2104.36747025076
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,126.565881171352,133.825379556313,140.284053508009,148.45497277672,154.257132594863,158.680159981637,165.777450239397,179.552127123361,201.69883549867,215.170858789745,229.334878766238,265.64016632053,345.794469970795,402.495650512956,429.068081514593,439.636341252,461.806854627643,539.146520548663,644.404557063599,740.10621341086,773.781443179286,760.148811545496,670.787529388509,602.403454835682,573.132550632314,603.770271908672,662.479354355932,658.95797961674,660.590030674283,677.416592619752,652.676646373159,613.702213267945,584.512604546377,601.823239402065,618.668951783171,635.927625744756,600.526037897045,588.398612927593,581.267099182058,574.87937341828,583.847637376237,639.023285899142,777.466220704347,952.936276698334,1105.49419601633,1239.35681989849,1390.77764177872,1432.16493237505,1500.36435775441,1593.862348593,1728.71494699166,1812.20796857949,1866.58090013421,1760.97481292173,1599.51739435827,1520.84576293031,1524.27666718502,1572.35904053962,1500.12736020347,1577.97357221294
Trinidad and Tobago,TTO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,640,750,800,820,760,770,790,810,830,870,1000,1200,1500,2170,2530,2810,3360,3940,5140,6060,6710,6120,6030,5900,5090,4280,3930,3630,3710,3890,4420,4080,3880,3970,4230,4500,4620,4890,5400,6070,6760,8070,9700,11190,13280,15000,17350,16200,16460,14970,16850,18770,18590,19030,16870,16120,16120,16740,15910,15070
Tunisia,TUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,220,250,260,270,310,400,460,610,760,810,850,940,1130,1360,1420,1280,1180,1160,1150,1140,1270,1330,1290,1410,1460,1680,1660,1710,1790,1970,2120,2150,2260,2270,2240,2180,2450,2900,3160,3330,3540,3860,4070,4190,4110,4320,4370,4390,4190,3980,3750,3760,3620,3300,3630
Turkiye,TUR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,470,520,560,560,540,560,640,850,1110,1310,1410,1520,1820,1860,1860,1570,1400,1310,1310,1450,1740,1860,1920,2310,2590,2940,3140,2680,2850,2920,3190,3440,3590,4320,3580,3590,3950,5270,6820,7880,8950,9850,9640,10490,11310,11960,12600,12630,12030,11260,10970,10510,9690,9040,9830
